47.64,237.78,20.08,58.18,65.07,190.01,214.30,45.21,133.65,216.50,274.67,73.07,138.93,83.85,30.33,147.68,137.52,250.05,269.34,118.95,218.32,181.81,235.61,60.97,247.64,188.76,234.89,137.60,22.31,277.03,223.97,213.41,152.52,32.28,58.59,142.80,242.14,269.14,148.19,298.59,294.34,121.83,38.15,158.01,294.26,122.43,118.40,105.12,286.01,72.72,141.88,77.25,51.29,142.22,245.66,22.17,155.81,161.66,41.28,293.93,75.39,273.85,84.21,166.90,244.06,285.94,132.42,39.63,26.44,264.67,154.04,61.99,149.96,82.28,215.85,134.07,223.88,234.20,124.78,205.70,236.65,34.29,74.07,295.04,22.02,107.62,239.01,108.57,249.44,57.05,265.50,152.36,30.33,194.53,97.63,216.12,272.77,43.42,88.39,129.51
288.77,133.55,51.72,103.34,25.41,73.53,190.72,67.26,276.81,219.72,212.70,145.22,238.49,72.48,144.15,298.27,100.29,133.44,81.69,41.23,132.98,60.67,163.26,230.75,257.48,67.04,272.46,120.65,145.41,183.09,61.73,255.66,241.01,152.42,108.93,159.15,203.21,216.09,142.55,27.43,219.65,109.55,266.07,138.06,242.80,122.82,123.84,233.52,171.07,91.78,255.06,196.38,197.65,239.46,196.54,92.28,22.89,240.83,288.06,221.43,251.32,261.86,90.82,119.92,225.52,143.05,198.32,95.37,220.17,186.36,288.14,278.58,177.15,90.47,128.95,226.70,138.05,250.23,86.85,235.94,239.78,71.59,44.73,188.39,236.90,282.55,211.10,211.28,141.42,108.72,138.28,215.09,295.42,211.93,182.24,135.28,128.61,141.02,158.12,141.20
264.87,24.88,177.55,256.36,142.05,263.80,187.55,97.61,80.58,32.34,217.03,202.22,239.21,287.61,112.01,87.87,97.69,175.42,150.31,45.07,81.42,175.56,292.88,233.89,295.23,221.89,296.45,89.91,276.30,207.21,187.45,216.44,179.38,120.89,247.80,124.03,140.58,240.83,292.73,107.91,294.32,268.64,75.47,64.96,249.20,38.63,295.66,77.47,26.62,206.13,179.51,275.14,58.48,71.98,224.49,129.46,195.98,29.76,246.11,93.76,169.24,214.41,66.50,42.08,20.12,36.17,275.05,165.39,38.13,299.01,45.35,277.09,81.36,216.76,85.31,297.79,70.26,118.18,58.15,158.56,140.32,247.82,259.23,260.28,30.29,70.38,198.95,188.50,245.83,236.94,80.41,116.30,178.39,261.57,167.06,213.30,127.98,47.25,143.78,64.69
120.34,104.85,88.70,211.96,76.24,209.58,30.87,208.81,31.91,69.84,160.90,296.61,198.61,20.96,237.25,115.37,297.79,189.79,279.10,33.69,123.35,100.48,124.88,105.32,97.89,154.75,238.54,201.05,123.49,185.08,273.95,95.24,160.15,275.26,224.70,68.93,242.15,244.63,228.85,186.82,53.04,151.39,44.27,165.29,133.44,21.66,237.76,202.21,87.42,199.77,172.36,162.27,125.40,32.16,296.13,162.74,35.33,34.19,235.48,116.52,140.07,192.28,20.59,164.46,213.98,129.97,65.44,258.56,131.24,299.00,169.95,55.39,42.29,78.32,270.58,157.80,251.81,207.83,260.30,164.98,249.33,284.05,60.49,299.16,226.97,180.85,297.82,66.67,201.35,72.72,162.40,31.09,116.23,264.53,232.40,131.12,67.92,37.36,286.85,141.07
221.71,274.30,226.24,151.16,123.36,264.47,109.29,111.60,231.93,184.03,139.83,146.16,183.40,142.48,108.67,273.70,161.79,75.61,66.08,100.54,296.23,278.91,45.79,43.60,126.91,163.71,105.00,203.71,140.00,170.45,98.57,39.45,213.80,223.32,152.72,261.46,105.75,222.76,182.45,140.24,79.37,205.02,64.81,223.03,80.19,24.85,104.85,261.96,28.05,37.47,169.46,21.15,198.82,194.82,81.91,141.81,234.53,76.46,188.88,142.92,130.39,112.22,172.49,90.35,198.27,51.99,260.34,234.09,136.42,69.89,130.61,208.78,122.52,43.07,50.55,215.03,259.90,252.19,228.41,232.81,294.59,63.68,172.69,93.60,84.48,134.60,114.25,203.18,136.14,99.85,43.45,101.43,155.49,189.98,199.01,78.64,134.48,132.88,24.18,267.56
208.69,205.42,181.93,149.02,82.94,129.88,69.39,248.33,79.07,97.63,23.56,124.84,218.75,69.91,163.18,282.84,142.78,242.50,243.55,202.63,122.50,232.70,283.19,96.20,160.44,188.09,186.43,136.68,172.21,35.64,38.04,280.89,174.31,74.66,94.06,217.10,213.78,204.28,89.98,253.39,38.17,138.12,233.81,86.71,87.32,20.38,158.40,277.21,163.55,281.39,80.32,130.56,297.65,243.87,181.18,44.38,56.53,143.27,248.18,227.59,259.27,133.46,181.69,106.24,170.68,192.57,164.49,75.46,115.03,196.21,180.69,145.56,37.45,147.04,178.62,81.26,24.03,163.40,126.18,213.16,55.22,171.70,271.88,279.12,266.28,244.53,282.65,291.28,99.64,156.57,218.69,162.26,274.11,292.89,158.92,112.61,133.98,210.00,223.35,125.86
256.99,55.28,26.66,294.33,277.69,105.61,287.68,107.61,152.17,167.94,198.83,167.19,275.20,176.77,28.44,69.45,288.29,32.47,231.71,293.45,28.41,260.79,217.19,29.17,187.70,276.52,144.66,228.17,111.19,130.27,212.80,28.57,225.20,93.64,257.56,176.57,100.74,211.05,276.06,164.88,261.38,282.05,125.12,252.22,237.76,175.79,35.42,244.91,34.75,290.83,147.87,27.50,84.55,84.27,261.80,40.72,68.30,122.77,69.64,73.75,79.65,59.89,193.20,39.83,119.86,208.11,106.90,116.26,235.03,239.96,227.32,113.22,168.57,264.60,139.54,96.41,28.06,179.80,80.21,224.22,43.57,135.89,113.59,98.30,296.84,47.71,20.69,24.17,48.88,257.58,65.69,180.46,198.18,234.75,56.56,56.06,106.97,48.87,97.63,186.42
140.05,103.16,114.07,85.45,145.40,148.54,270.89,207.04,196.56,93.32,115.48,264.26,178.51,70.45,223.39,37.98,270.18,172.92,294.53,97.39,50.91,157.17,173.34,230.86,188.28,132.59,72.14,268.66,107.54,79.76,93.99,172.94,23.84,237.15,241.82,265.19,248.78,44.68,168.33,67.04,49.21,21.03,28.56,118.61,25.11,139.94,57.12,250.80,126.98,199.08,152.32,148.09,152.68,98.21,54.63,267.59,231.16,90.22,24.67,168.06,45.09,219.10,105.76,184.60,143.09,45.01,293.91,20.35,281.21,215.50,173.49,251.96,28.01,58.39,187.86,169.12,173.89,259.04,206.53,119.08,190.09,215.03,74.09,27.41,161.06,209.01,263.24,182.98,184.40,161.82,278.90,260.59,162.28,209.48,202.66,89.40,86.49,299.74,250.35,228.93
278.90,224.13,244.97,100.71,162.21,139.66,111.26,227.73,148.18,276.24,131.86,142.77,269.33,28.28,164.84,89.75,140.21,207.14,193.47,115.41,109.13,122.65,227.00,145.01,60.81,277.03,115.98,147.90,162.21,220.40,99.94,235.87,20.81,227.53,67.01,71.95,171.62,106.08,58.89,70.85,274.40,218.15,63.35,245.49,287.96,48.63,218.78,95.50,170.34,84.12,59.95,174.40,252.85,290.39,246.58,92.87,198.51,58.29,135.53,61.66,235.96,61.91,227.72,48.47,172.39,77.92,61.74,142.54,289.81,44.40,144.32,45.93,88.22,96.20,161.94,239.04,113.67,238.46,24.53,35.55,67.45,145.38,122.99,222.67,297.99,243.48,248.93,296.58,149.57,290.64,183.54,209.49,28.31,151.12,292.97,280.95,128.26,180.00,257.60,107.91
80.97,61.49,55.43,269.67,182.27,170.11,68.40,131.20,297.33,155.03,35.18,131.48,35.15,202.32,137.41,62.61,257.18,185.13,155.85,241.77,180.72,38.27,92.21,180.59,49.54,90.02,189.80,279.17,225.04,162.12,79.34,73.93,237.32,279.43,53.74,209.08,223.80,162.87,112.73,218.35,148.07,148.37,48.50,196.34,45.53,98.15,70.42,284.63,42.46,149.50,191.62,150.49,205.31,28.83,279.66,119.34,141.20,170.59,200.41,55.16,122.76,186.92,167.82,34.46,230.02,128.35,25.45,243.06,21.61,76.60,222.87,186.07,176.25,161.89,288.28,36.70,149.42,291.24,93.49,29.21,153.13,235.87,76.31,89.52,65.13,120.59,267.70,76.86,93.49,267.75,280.09,34.96,171.42,103.01,67.29,165.08,238.10,68.05,110.43,179.28
