2447.96,2229.29,777.52,1421.40,1955.94,2277.88,1986.31,1992.39,1694.74,577.06,595.29,1500.36,2751.68,2788.12,977.97,3012.88,1694.74,1063.01,1968.09,1876.97,735.00,2192.84,1634.00,2065.28,2411.52,2891.39,2551.23,2162.47,1233.09,2144.24,1269.54,2551.23,2423.66,1208.79,607.43,1008.34,2824.57,1585.40,382.68,303.72,2502.63,1336.36,437.35,2022.76,1208.79,1372.80,2690.94,1044.79,3000.73,1293.84,2393.29,2047.05,2769.90,1579.33,1798.01,2909.61,1178.42,1397.10,2539.08,2168.54,2933.91,2107.80,990.12,1403.17,674.25,443.43,643.88,2666.64,801.81,996.19,801.81,996.19,759.29,1269.54,1227.02,686.40,1658.30,321.94,1312.06,1087.31,2769.90,1506.44,807.89,516.32,1439.62,2952.13,400.91,820.04,2283.95,1822.30,929.37,2381.14,2302.18,3025.02,1810.16,2217.14,2520.85,2095.65,1548.96,2150.32
3122.90,2843.93,991.89,1813.30,2495.22,2905.92,2533.96,2541.71,2162.01,736.17,759.41,1914.03,3510.35,3556.85,1247.61,3843.57,2162.01,1356.10,2510.72,2394.48,937.64,2797.43,2084.51,2634.70,3076.40,3688.58,3254.63,2758.69,1573.07,2735.44,1619.57,3254.63,3091.90,1542.08,774.91,1286.35,3603.34,2022.52,488.19,387.46,3192.64,1704.81,557.94,2580.46,1542.08,1751.30,3432.86,1332.85,3828.07,1650.56,3053.16,2611.46,3533.60,2014.77,2293.74,3711.83,1503.33,1782.30,3239.13,2766.44,3742.83,2688.95,1263.11,1790.05,860.15,565.69,821.41,3401.87,1022.88,1270.86,1022.88,1270.86,968.64,1619.57,1565.32,875.65,2115.51,410.70,1673.81,1387.09,3533.60,1921.78,1030.63,658.68,1836.54,3766.07,511.44,1046.13,2913.67,2324.74,1185.62,3037.66,2936.92,3859.06,2309.24,2828.43,3215.89,2673.45,1976.03,2743.19
4203.76,3828.24,1335.19,2440.90,3358.84,3911.69,3410.99,3421.43,2910.30,990.96,1022.26,2576.50,4725.32,4787.91,1679.42,5173.86,2910.30,1825.46,3379.70,3223.23,1262.17,3765.65,2805.99,3546.60,4141.18,4965.24,4381.09,3713.50,2117.53,3682.21,2180.12,4381.09,4162.04,2075.80,1043.12,1731.58,4850.50,2722.54,657.16,521.56,4297.64,2294.86,751.04,3473.58,2075.80,2357.45,4621.01,1794.16,5153.00,2221.84,4109.88,3515.31,4756.62,2712.11,3087.63,4996.53,2023.65,2399.17,4360.23,3723.93,5038.26,3619.62,1700.28,2409.60,1157.86,761.48,1105.70,4579.29,1376.92,1710.71,1376.92,1710.71,1303.90,2180.12,2107.10,1178.72,2847.71,552.85,2253.13,1867.18,4756.62,2586.93,1387.35,886.65,2472.19,5069.55,688.46,1408.21,3922.12,3129.35,1595.97,4089.02,3953.42,5194.73,3108.49,3807.38,4328.94,3598.76,2659.95,3692.64
4536.08,4130.87,1440.74,2633.85,3624.36,4220.92,3680.64,3691.90,3140.36,1069.30,1103.07,2780.18,5098.87,5166.40,1812.18,5582.87,3140.36,1969.76,3646.87,3478.04,1361.95,4063.34,3027.81,3826.97,4468.55,5357.75,4727.43,4007.06,2284.92,3973.29,2352.46,4727.43,4491.06,2239.90,1125.58,1868.46,5233.94,2937.76,709.11,562.79,4637.38,2476.27,810.42,3748.18,2239.90,2543.81,4986.31,1935.99,5560.36,2397.48,4434.78,3793.20,5132.64,2926.50,3331.71,5391.52,2183.62,2588.83,4704.92,4018.31,5436.54,3905.76,1834.69,2600.09,1249.39,821.67,1193.11,4941.29,1485.76,1845.95,1485.76,1845.95,1406.97,2352.46,2273.67,1271.90,3072.83,596.56,2431.25,2014.79,5132.64,2791.43,1497.02,956.74,2667.62,5470.31,742.88,1519.53,4232.17,3376.74,1722.13,4412.27,4265.94,5605.38,3354.22,4108.36,4671.15,3883.25,2870.22,3984.55
2968.22,2703.06,942.76,1723.48,2371.63,2761.99,2408.45,2415.82,2054.92,699.70,721.80,1819.23,3336.48,3380.67,1185.81,3653.19,2054.92,1288.93,2386.36,2275.88,891.20,2658.87,1981.27,2504.20,2924.02,3505.88,3093.43,2622.05,1495.16,2599.95,1539.35,3093.43,2938.75,1465.69,736.53,1222.64,3424.86,1922.34,464.01,368.26,3034.50,1620.37,530.30,2452.64,1465.69,1664.56,3262.83,1266.83,3638.46,1568.81,2901.93,2482.11,3358.58,1914.98,2180.13,3527.98,1428.87,1694.02,3078.69,2629.41,3557.44,2555.76,1200.54,1701.38,817.55,537.67,780.72,3233.37,972.22,1207.91,972.22,1207.91,920.66,1539.35,1487.79,832.28,2010.73,390.36,1590.90,1318.39,3358.58,1826.59,979.58,626.05,1745.58,3579.53,486.11,994.32,2769.35,2209.59,1126.89,2887.20,2791.45,3667.92,2194.86,2688.33,3056.60,2541.03,1878.15,2607.32
2940.47,2677.80,933.95,1707.37,2349.46,2736.17,2385.94,2393.24,2035.71,693.16,715.05,1802.22,3305.29,3349.07,1174.73,3619.04,2035.71,1276.88,2364.05,2254.60,882.87,2634.02,1962.74,2480.79,2896.69,3473.11,3064.51,2597.54,1481.18,2575.65,1524.96,3064.51,2911.28,1451.99,729.64,1211.21,3392.85,1904.37,459.68,364.82,3006.14,1605.22,525.34,2429.72,1451.99,1649.00,3232.33,1254.99,3604.45,1554.14,2874.80,2458.90,3327.18,1897.08,2159.75,3495.00,1415.51,1678.18,3049.92,2604.83,3524.19,2531.87,1189.32,1685.48,809.91,532.64,773.42,3203.14,963.13,1196.62,963.13,1196.62,912.06,1524.96,1473.88,824.50,1991.93,386.71,1576.03,1306.06,3327.18,1809.52,970.43,620.20,1729.26,3546.07,481.57,985.02,2743.46,2188.93,1116.36,2860.21,2765.35,3633.63,2174.34,2663.20,3028.03,2517.28,1860.59,2582.94
2443.75,2225.45,776.18,1418.95,1952.57,2273.96,1982.89,1988.96,1691.83,576.07,594.26,1497.78,2746.94,2783.33,976.29,3007.69,1691.83,1061.18,1964.70,1873.74,733.73,2189.07,1631.19,2061.72,2407.37,2886.41,2546.84,2158.75,1230.97,2140.55,1267.35,2546.84,2419.49,1206.72,606.39,1006.61,2819.71,1582.68,382.03,303.19,2498.32,1334.06,436.60,2019.28,1206.72,1370.44,2686.31,1042.99,2995.56,1291.61,2389.17,2043.53,2765.14,1576.61,1794.91,2904.61,1176.40,1394.70,2534.71,2164.81,2928.86,2104.17,988.41,1400.76,673.09,442.66,642.77,2662.05,800.43,994.48,800.43,994.48,757.99,1267.35,1224.91,685.22,1655.44,321.39,1309.80,1085.44,2765.14,1503.85,806.50,515.43,1437.14,2947.05,400.22,818.63,2280.02,1819.17,927.78,2377.05,2298.22,3019.82,1807.04,2213.32,2516.52,2092.04,1546.29,2146.62
3231.05,2942.42,1026.24,1876.09,2581.63,3006.56,2621.72,2629.74,2236.88,761.66,785.71,1980.32,3631.92,3680.03,1290.82,3976.67,2236.88,1403.06,2597.67,2477.40,970.12,2894.31,2156.70,2725.95,3182.94,3816.32,3367.34,2854.23,1627.55,2830.17,1675.65,3367.34,3198.98,1595.48,801.75,1330.90,3728.13,2092.56,505.10,400.87,3303.20,1763.85,577.26,2669.82,1595.48,1811.95,3551.75,1379.01,3960.64,1707.72,3158.89,2701.89,3655.97,2084.55,2373.18,3840.38,1555.39,1844.02,3351.31,2862.24,3872.45,2782.07,1306.85,1852.04,889.94,585.28,849.85,3519.68,1058.31,1314.87,1058.31,1314.87,1002.19,1675.65,1619.53,905.98,2188.77,424.93,1731.78,1435.13,3655.97,1988.34,1066.33,681.49,1900.14,3896.50,529.15,1082.36,3014.58,2405.25,1226.68,3142.86,3038.63,3992.71,2389.21,2926.38,3327.26,2766.03,2044.46,2838.19
3611.23,3288.64,1146.99,2096.84,2885.40,3360.32,2930.20,2939.16,2500.08,851.28,878.16,2213.33,4059.27,4113.04,1442.70,4444.59,2500.08,1568.15,2903.32,2768.91,1084.26,3234.87,2410.47,3046.69,3557.46,4265.37,3763.56,3190.07,1819.05,3163.18,1872.82,3763.56,3575.38,1783.21,896.09,1487.50,4166.80,2338.78,564.53,448.04,3691.87,1971.39,645.18,2983.97,1783.21,2025.15,3969.66,1541.27,4426.67,1908.66,3530.58,3019.81,4086.15,2329.82,2652.41,4292.25,1738.41,2061.00,3745.64,3199.03,4328.10,3109.42,1460.62,2069.96,994.66,654.14,949.85,3933.82,1182.83,1469.58,1182.83,1469.58,1120.11,1872.82,1810.09,1012.58,2446.32,474.93,1935.55,1603.99,4086.15,2222.29,1191.79,761.67,2123.72,4354.98,591.42,1209.72,3369.28,2688.26,1371.01,3512.66,3396.17,4462.51,2670.34,3270.71,3718.76,3091.50,2285.02,3172.14
2827.89,2575.28,898.19,1642.00,2259.51,2631.41,2294.59,2301.61,1957.77,666.62,687.68,1733.22,3178.75,3220.85,1129.75,3480.48,1957.77,1227.99,2273.54,2168.28,849.07,2533.17,1887.60,2385.81,2785.79,3340.14,2947.18,2498.09,1424.47,2477.04,1466.57,2947.18,2799.82,1396.40,701.71,1164.84,3262.95,1831.46,442.08,350.85,2891.05,1543.76,505.23,2336.69,1396.40,1585.86,3108.58,1206.94,3466.45,1494.64,2764.74,2364.76,3199.80,1824.45,2077.06,3361.19,1361.32,1613.93,2933.15,2505.10,3389.26,2434.93,1143.79,1620.95,778.90,512.25,743.81,3080.51,926.26,1150.80,926.26,1150.80,877.14,1466.57,1417.45,792.93,1915.67,371.91,1515.69,1256.06,3199.80,1740.24,933.27,596.45,1663.05,3410.31,463.13,947.31,2638.43,2105.13,1073.62,2750.70,2659.48,3494.52,2091.10,2561.24,2912.10,2420.90,1789.36,2484.05
